"","index","PID","n_red","outcome","col_reported","col_picked","pp_lied","RT_rating","win_lose_tie","suspicion_rating","trial","n_blue","e_v","normed_signed_e_v","normed_unsigned_e_v","cs_signed_e_v","normed_cs_signed_e_v","cs_unsigned_e_v","normed_cs_unsigned_e_v","n_reported_colour_opp","n_consec_colour","normed_signed_colour_count","normed_unsigned_colour_count","outcome_same_as_pick","subject_lied","t_cond","signed_n_consec_colour","suspicion","lied","subj_red_pick"
"7422",41,"60e46e8355c9d61cbb859df0",5,-1,-1,1,FALSE,5336,"tie",0.4,42,2,-0.285714285714286,0.272727272727273,0.428571428571429,13.4285714285714,0.466981132075471,20.8571428571429,0.474842767295597,13,1,0.181818181818182,0.222222222222222,FALSE,TRUE,-5,-1,FALSE,TRUE,FALSE
"7423",42,"60e46e8355c9d61cbb859df0",6,1,-1,-1,TRUE,3761,"loss",0.4,43,1,0.857142857142857,1,1,14.2857142857143,0.495283018867924,21.7142857142857,0.493710691823899,30,1,0.363636363636364,0.222222222222222,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"7424",43,"60e46e8355c9d61cbb859df0",6,-1,-1,-1,FALSE,2944,"tie",0.4,44,1,-0.142857142857143,0.363636363636364,0.285714285714286,14.1428571428571,0.490566037735849,21.8571428571429,0.49685534591195,14,1,0.181818181818182,0.222222222222222,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7425",44,"60e46e8355c9d61cbb859df0",5,-1,-1,-1,FALSE,2256,"tie",0.4,45,2,-0.285714285714286,0.272727272727273,0.428571428571429,13.8571428571429,0.481132075471698,22.1428571428571,0.50314465408805,15,2,0.0909090909090909,0.333333333333333,TRUE,FALSE,-5,-2,FALSE,FALSE,TRUE
"7426",45,"60e46e8355c9d61cbb859df0",5,1,-1,-1,TRUE,3376,"loss",0.8,46,2,0.714285714285714,0.909090909090909,0.857142857142857,14.5714285714286,0.504716981132075,22.8571428571429,0.518867924528302,31,1,0.363636363636364,0.222222222222222,FALSE,FALSE,5,1,TRUE,FALSE,TRUE
"7427",46,"60e46e8355c9d61cbb859df0",1,1,1,1,FALSE,43248,"tie",0.4,47,6,0.142857142857143,0.545454545454545,0.285714285714286,14.7142857142857,0.509433962264151,23,0.522012578616352,32,2,0.454545454545455,0.333333333333333,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"7428",47,"60e46e8355c9d61cbb859df0",5,1,1,1,FALSE,2266,"tie",0.4,48,2,0.714285714285714,0.909090909090909,0.857142857142857,15.4285714285714,0.533018867924528,23.7142857142857,0.537735849056604,33,3,0.545454545454545,0.444444444444444,TRUE,FALSE,5,3,FALSE,FALSE,FALSE
"7429",48,"60e46e8355c9d61cbb859df0",5,1,-1,-1,FALSE,230727,"loss",0.6,49,2,0.714285714285714,0.909090909090909,0.857142857142857,16.1428571428571,0.556603773584905,24.4285714285714,0.553459119496855,34,4,0.636363636363636,0.555555555555556,FALSE,FALSE,5,4,FALSE,FALSE,TRUE
"7430",49,"60e46e8355c9d61cbb859df0",5,1,1,1,TRUE,8976,"tie",0.4,50,2,0.714285714285714,0.909090909090909,0.857142857142857,16.8571428571429,0.580188679245283,25.1428571428571,0.569182389937107,35,5,0.727272727272727,0.666666666666667,TRUE,FALSE,5,5,TRUE,FALSE,FALSE
"7431",50,"60e46e8355c9d61cbb859df0",2,1,-1,1,FALSE,4057,"loss",0.6,51,5,0.285714285714286,0.636363636363636,0.428571428571429,17.1428571428571,0.589622641509434,25.4285714285714,0.575471698113208,36,6,0.818181818181818,0.777777777777778,TRUE,TRUE,2,6,FALSE,TRUE,FALSE
"7432",51,"60e46e8355c9d61cbb859df0",6,1,-1,-1,TRUE,2626,"loss",0.4,52,1,0.857142857142857,1,1,18,0.617924528301886,26.2857142857143,0.594339622641509,37,7,0.909090909090909,0.888888888888889,FALSE,FALSE,6,7,TRUE,FALSE,TRUE
"7433",52,"60e46e8355c9d61cbb859df0",6,-1,1,-1,FALSE,2241,"win",0.2,53,1,-0.142857142857143,0.363636363636364,0.285714285714286,17.8571428571429,0.613207547169811,26.4285714285714,0.59748427672956,16,1,0.181818181818182,0.222222222222222,TRUE,TRUE,-6,-1,FALSE,TRUE,TRUE
"7434",53,"60e46e8355c9d61cbb859df0",4,-1,1,1,FALSE,2224,"win",0.2,54,3,-0.428571428571429,0.181818181818182,0.571428571428572,17.4285714285714,0.599056603773585,26.8571428571429,0.606918238993711,17,2,0.0909090909090909,0.333333333333333,FALSE,FALSE,-4,-2,FALSE,FALSE,FALSE
"7435",54,"60e46e8355c9d61cbb859df0",5,1,-1,-1,TRUE,2392,"loss",0.4,55,2,0.714285714285714,0.909090909090909,0.857142857142857,18.1428571428571,0.622641509433962,27.5714285714286,0.622641509433962,38,1,0.363636363636364,0.222222222222222,FALSE,FALSE,5,1,TRUE,FALSE,TRUE
"7436",55,"60e46e8355c9d61cbb859df0",4,1,1,-1,FALSE,2135,"tie",0.4,56,3,0.571428571428571,0.818181818181818,0.714285714285714,18.7142857142857,0.641509433962264,28.1428571428571,0.635220125786163,39,2,0.454545454545455,0.333333333333333,FALSE,TRUE,4,2,FALSE,TRUE,TRUE
"7437",56,"60e46e8355c9d61cbb859df0",3,1,1,1,TRUE,2833,"tie",0.4,57,4,0.428571428571429,0.727272727272727,0.571428571428572,19.1428571428571,0.65566037735849,28.5714285714286,0.644654088050314,40,3,0.545454545454545,0.444444444444444,TRUE,FALSE,3,3,TRUE,FALSE,FALSE
"7438",57,"60e46e8355c9d61cbb859df0",5,1,-1,-1,TRUE,3408,"loss",0.6,58,2,0.714285714285714,0.909090909090909,0.857142857142857,19.8571428571429,0.679245283018868,29.2857142857143,0.660377358490566,41,4,0.636363636363636,0.555555555555556,FALSE,FALSE,5,4,TRUE,FALSE,TRUE
"7439",58,"60e46e8355c9d61cbb859df0",6,1,-1,-1,TRUE,2192,"loss",0.6,59,1,0.857142857142857,1,1,20.7142857142857,0.707547169811321,30.1428571428571,0.679245283018868,42,5,0.727272727272727,0.666666666666667,FALSE,FALSE,6,5,TRUE,FALSE,TRUE
"7440",59,"60e46e8355c9d61cbb859df0",4,-1,1,1,FALSE,3001,"win",0.4,60,3,-0.428571428571429,0.181818181818182,0.571428571428572,20.2857142857143,0.693396226415094,30.5714285714286,0.688679245283019,18,1,0.181818181818182,0.222222222222222,FALSE,FALSE,-4,-1,FALSE,FALSE,FALSE
"7441",60,"60e46e8355c9d61cbb859df0",6,1,-1,-1,TRUE,11665,"loss",0.6,61,1,0.857142857142857,1,1,21.1428571428571,0.721698113207547,31.4285714285714,0.707547169811321,43,1,0.363636363636364,0.222222222222222,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"7442",61,"60e46e8355c9d61cbb859df0",1,1,1,1,FALSE,2011,"tie",0.2,62,6,0.142857142857143,0.545454545454545,0.285714285714286,21.2857142857143,0.726415094339622,31.5714285714286,0.710691823899371,44,2,0.454545454545455,0.333333333333333,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"7443",62,"60e46e8355c9d61cbb859df0",6,-1,-1,-1,FALSE,2386,"tie",0.4,63,1,-0.142857142857143,0.363636363636364,0.285714285714286,21.1428571428571,0.721698113207547,31.7142857142857,0.713836477987421,19,1,0.181818181818182,0.222222222222222,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7444",63,"60e46e8355c9d61cbb859df0",4,-1,-1,-1,FALSE,2272,"tie",0.6,64,3,-0.428571428571429,0.181818181818182,0.571428571428572,20.7142857142857,0.707547169811321,32.1428571428571,0.723270440251572,20,2,0.0909090909090909,0.333333333333333,TRUE,FALSE,-4,-2,FALSE,FALSE,TRUE
"7445",64,"60e46e8355c9d61cbb859df0",3,-1,1,-1,TRUE,9306,"win",0.4,65,4,-0.571428571428571,0.0909090909090909,0.714285714285714,20.1428571428571,0.688679245283019,32.7142857142857,0.735849056603774,21,3,0,0.444444444444444,TRUE,TRUE,-3,-3,TRUE,TRUE,TRUE
"7446",65,"60e46e8355c9d61cbb859df0",5,1,1,-1,FALSE,8408,"tie",0.6,66,2,0.714285714285714,0.909090909090909,0.857142857142857,20.8571428571429,0.712264150943396,33.4285714285714,0.751572327044025,45,1,0.363636363636364,0.222222222222222,FALSE,TRUE,5,1,FALSE,TRUE,TRUE
"7447",66,"60e46e8355c9d61cbb859df0",2,1,1,1,FALSE,2257,"tie",0.4,67,5,0.285714285714286,0.636363636363636,0.428571428571429,21.1428571428571,0.721698113207547,33.7142857142857,0.757861635220126,46,2,0.454545454545455,0.333333333333333,TRUE,FALSE,2,2,FALSE,FALSE,FALSE
"7448",67,"60e46e8355c9d61cbb859df0",4,1,1,1,TRUE,4848,"tie",0.4,68,3,0.571428571428571,0.818181818181818,0.714285714285714,21.7142857142857,0.740566037735849,34.2857142857143,0.770440251572327,47,3,0.545454545454545,0.444444444444444,TRUE,FALSE,4,3,TRUE,FALSE,FALSE
"7449",68,"60e46e8355c9d61cbb859df0",5,1,-1,-1,FALSE,3553,"loss",0.4,69,2,0.714285714285714,0.909090909090909,0.857142857142857,22.4285714285714,0.764150943396226,35,0.786163522012578,48,4,0.636363636363636,0.555555555555556,FALSE,FALSE,5,4,FALSE,FALSE,TRUE
"7450",69,"60e46e8355c9d61cbb859df0",5,-1,-1,-1,FALSE,2576,"tie",0.4,70,2,-0.285714285714286,0.272727272727273,0.428571428571429,22.1428571428571,0.754716981132076,35.2857142857143,0.792452830188679,22,1,0.181818181818182,0.222222222222222,TRUE,FALSE,-5,-1,FALSE,FALSE,TRUE
"7451",70,"60e46e8355c9d61cbb859df0",5,-1,1,1,FALSE,4360,"win",0.4,71,2,-0.285714285714286,0.272727272727273,0.428571428571429,21.8571428571429,0.745283018867925,35.5714285714286,0.79874213836478,23,2,0.0909090909090909,0.333333333333333,FALSE,FALSE,-5,-2,FALSE,FALSE,FALSE
"7452",71,"60e46e8355c9d61cbb859df0",3,1,1,-1,TRUE,2600,"tie",0.4,72,4,0.428571428571429,0.727272727272727,0.571428571428572,22.2857142857143,0.759433962264151,36,0.808176100628931,49,1,0.363636363636364,0.222222222222222,FALSE,TRUE,3,1,TRUE,TRUE,TRUE
"7453",72,"60e46e8355c9d61cbb859df0",5,1,-1,1,TRUE,2896,"loss",0.4,73,2,0.714285714285714,0.909090909090909,0.857142857142857,23,0.783018867924528,36.7142857142857,0.823899371069182,50,2,0.454545454545455,0.333333333333333,TRUE,TRUE,5,2,TRUE,TRUE,FALSE
"7454",73,"60e46e8355c9d61cbb859df0",3,1,1,-1,FALSE,2800,"tie",0.4,74,4,0.428571428571429,0.727272727272727,0.571428571428572,23.4285714285714,0.797169811320755,37.1428571428571,0.833333333333333,51,3,0.545454545454545,0.444444444444444,FALSE,TRUE,3,3,FALSE,TRUE,TRUE
"7455",74,"60e46e8355c9d61cbb859df0",3,1,1,1,FALSE,2298,"tie",0.4,75,4,0.428571428571429,0.727272727272727,0.571428571428572,23.8571428571429,0.811320754716981,37.5714285714286,0.842767295597484,52,4,0.636363636363636,0.555555555555556,TRUE,FALSE,3,4,FALSE,FALSE,FALSE
"7456",75,"60e46e8355c9d61cbb859df0",6,1,-1,-1,TRUE,4889,"loss",0.8,76,1,0.857142857142857,1,1,24.7142857142857,0.839622641509434,38.4285714285714,0.861635220125786,53,5,0.727272727272727,0.666666666666667,FALSE,FALSE,6,5,TRUE,FALSE,TRUE
"7457",76,"60e46e8355c9d61cbb859df0",6,-1,-1,-1,FALSE,2104,"tie",0.4,77,1,-0.142857142857143,0.363636363636364,0.285714285714286,24.5714285714286,0.834905660377358,38.5714285714286,0.864779874213836,24,1,0.181818181818182,0.222222222222222,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7458",77,"60e46e8355c9d61cbb859df0",5,-1,-1,-1,FALSE,2112,"tie",0.4,78,2,-0.285714285714286,0.272727272727273,0.428571428571429,24.2857142857143,0.825471698113208,38.8571428571429,0.871069182389937,25,2,0.0909090909090909,0.333333333333333,TRUE,FALSE,-5,-2,FALSE,FALSE,TRUE
"7459",78,"60e46e8355c9d61cbb859df0",3,1,1,-1,TRUE,2633,"tie",0.4,79,4,0.428571428571429,0.727272727272727,0.571428571428572,24.7142857142857,0.839622641509434,39.2857142857143,0.880503144654088,54,1,0.363636363636364,0.222222222222222,FALSE,TRUE,3,1,TRUE,TRUE,TRUE
"7460",79,"60e46e8355c9d61cbb859df0",6,1,-1,-1,TRUE,2553,"loss",0.6,80,1,0.857142857142857,1,1,25.5714285714286,0.867924528301887,40.1428571428571,0.89937106918239,55,2,0.454545454545455,0.333333333333333,FALSE,FALSE,6,2,TRUE,FALSE,TRUE
"7461",80,"60e46e8355c9d61cbb859df0",6,-1,-1,-1,FALSE,2145,"tie",0.4,81,1,-0.142857142857143,0.363636363636364,0.285714285714286,25.4285714285714,0.863207547169811,40.2857142857143,0.90251572327044,26,1,0.181818181818182,0.222222222222222,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7462",81,"60e46e8355c9d61cbb859df0",6,1,1,-1,TRUE,2568,"tie",0.8,82,1,0.857142857142857,1,1,26.2857142857143,0.891509433962264,41.1428571428571,0.921383647798742,56,1,0.363636363636364,0.222222222222222,FALSE,TRUE,6,1,TRUE,TRUE,TRUE
"7463",82,"60e46e8355c9d61cbb859df0",2,1,1,1,FALSE,3007,"tie",0.4,83,5,0.285714285714286,0.636363636363636,0.428571428571429,26.5714285714286,0.900943396226415,41.4285714285714,0.927672955974843,57,2,0.454545454545455,0.333333333333333,TRUE,FALSE,2,2,FALSE,FALSE,FALSE
"7464",83,"60e46e8355c9d61cbb859df0",2,1,1,1,FALSE,2598,"tie",0.4,84,5,0.285714285714286,0.636363636363636,0.428571428571429,26.8571428571429,0.910377358490566,41.7142857142857,0.933962264150943,58,3,0.545454545454545,0.444444444444444,TRUE,FALSE,2,3,FALSE,FALSE,FALSE
"7465",84,"60e46e8355c9d61cbb859df0",5,1,-1,1,TRUE,3600,"loss",0.6,85,2,0.714285714285714,0.909090909090909,0.857142857142857,27.5714285714286,0.933962264150943,42.4285714285714,0.949685534591195,59,4,0.636363636363636,0.555555555555556,TRUE,TRUE,5,4,TRUE,TRUE,FALSE
"7466",85,"60e46e8355c9d61cbb859df0",4,1,-1,-1,TRUE,2377,"loss",0.8,86,3,0.571428571428571,0.818181818181818,0.714285714285714,28.1428571428571,0.952830188679245,43,0.962264150943396,60,5,0.727272727272727,0.666666666666667,FALSE,FALSE,4,5,TRUE,FALSE,TRUE
"7467",86,"60e46e8355c9d61cbb859df0",6,-1,-1,-1,FALSE,3129,"tie",0.4,87,1,-0.142857142857143,0.363636363636364,0.285714285714286,28,0.94811320754717,43.1428571428571,0.965408805031446,27,1,0.181818181818182,0.222222222222222,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7468",87,"60e46e8355c9d61cbb859df0",5,1,1,-1,TRUE,3793,"tie",0.6,88,2,0.714285714285714,0.909090909090909,0.857142857142857,28.7142857142857,0.971698113207547,43.8571428571429,0.981132075471698,61,1,0.363636363636364,0.222222222222222,FALSE,TRUE,5,1,TRUE,TRUE,TRUE
"7469",88,"60e46e8355c9d61cbb859df0",5,1,1,1,TRUE,2416,"tie",0.4,89,2,0.714285714285714,0.909090909090909,0.857142857142857,29.4285714285714,0.995283018867925,44.5714285714286,0.99685534591195,62,2,0.454545454545455,0.333333333333333,TRUE,FALSE,5,2,TRUE,FALSE,FALSE
"7470",89,"60e46e8355c9d61cbb859df0",1,1,1,-1,FALSE,2759,"tie",0.4,90,6,0.142857142857143,0.545454545454545,0.285714285714286,29.5714285714286,1,44.7142857142857,1,63,3,0.545454545454545,0.444444444444444,FALSE,TRUE,1,3,FALSE,TRUE,TRUE
"7471",0,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,6327,"loss",0.4,1,1,0.857142857142857,1,1,0.857142857142857,0.0452488687782805,0.857142857142857,0.0358208955223881,1,1,0.285714285714286,0.166666666666667,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"7472",1,"60f3fe4c353684030f9eb509",5,-1,-1,-1,FALSE,4257,"tie",0.2,2,2,-0.285714285714286,0.272727272727273,0.428571428571429,0.571428571428572,0.0361990950226244,1.14285714285714,0.0417910447761194,1,1,0.142857142857143,0.166666666666667,TRUE,FALSE,-5,-1,FALSE,FALSE,TRUE
"7473",2,"60f3fe4c353684030f9eb509",5,1,-1,-1,TRUE,5058,"loss",0.2,3,2,0.714285714285714,0.909090909090909,0.857142857142857,1.28571428571429,0.0588235294117647,1.85714285714286,0.0567164179104478,2,1,0.285714285714286,0.166666666666667,FALSE,FALSE,5,1,TRUE,FALSE,TRUE
"7474",3,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,4256,"loss",0.4,4,1,0.857142857142857,1,1,2.14285714285714,0.085972850678733,2.71428571428571,0.0746268656716418,3,2,0.357142857142857,0.25,FALSE,FALSE,6,2,TRUE,FALSE,TRUE
"7475",4,"60f3fe4c353684030f9eb509",6,1,1,1,TRUE,4333,"tie",0.4,5,1,0.857142857142857,1,1,3,0.113122171945701,3.57142857142857,0.0925373134328358,4,3,0.428571428571429,0.333333333333333,TRUE,FALSE,6,3,TRUE,FALSE,FALSE
"7476",5,"60f3fe4c353684030f9eb509",4,1,1,1,TRUE,4052,"tie",0.2,6,3,0.571428571428571,0.818181818181818,0.714285714285714,3.57142857142857,0.131221719457014,4.14285714285714,0.104477611940299,5,4,0.5,0.416666666666667,TRUE,FALSE,4,4,TRUE,FALSE,FALSE
"7477",6,"60f3fe4c353684030f9eb509",4,-1,1,1,FALSE,4378,"win",0.2,7,3,-0.428571428571429,0.181818181818182,0.571428571428572,3.14285714285714,0.117647058823529,4.57142857142857,0.113432835820896,2,1,0.142857142857143,0.166666666666667,FALSE,FALSE,-4,-1,FALSE,FALSE,FALSE
"7478",7,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3035,"loss",0.4,8,1,0.857142857142857,1,1,4,0.144796380090498,5.42857142857143,0.13134328358209,6,1,0.285714285714286,0.166666666666667,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"7479",8,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3979,"loss",0.4,9,1,0.857142857142857,1,1,4.85714285714286,0.171945701357466,6.28571428571429,0.149253731343284,7,2,0.357142857142857,0.25,FALSE,FALSE,6,2,TRUE,FALSE,TRUE
"7480",9,"60f3fe4c353684030f9eb509",6,-1,-1,-1,FALSE,3194,"tie",0.4,10,1,-0.142857142857143,0.363636363636364,0.285714285714286,4.71428571428571,0.167420814479638,6.42857142857143,0.152238805970149,3,1,0.142857142857143,0.166666666666667,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7481",10,"60f3fe4c353684030f9eb509",5,-1,-1,-1,FALSE,2795,"tie",0.4,11,2,-0.285714285714286,0.272727272727273,0.428571428571429,4.42857142857143,0.158371040723982,6.71428571428572,0.158208955223881,4,2,0.0714285714285714,0.25,TRUE,FALSE,-5,-2,FALSE,FALSE,TRUE
"7482",11,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3488,"loss",0.4,12,1,0.857142857142857,1,1,5.28571428571429,0.18552036199095,7.57142857142857,0.176119402985075,8,1,0.285714285714286,0.166666666666667,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
"7483",12,"60f3fe4c353684030f9eb509",5,1,-1,-1,FALSE,3985,"loss",0.6,13,2,0.714285714285714,0.909090909090909,0.857142857142857,6,0.20814479638009,8.28571428571429,0.191044776119403,9,2,0.357142857142857,0.25,FALSE,FALSE,5,2,FALSE,FALSE,TRUE
"7484",13,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3501,"loss",0.6,14,1,0.857142857142857,1,1,6.85714285714286,0.235294117647059,9.14285714285714,0.208955223880597,10,3,0.428571428571429,0.333333333333333,FALSE,FALSE,6,3,TRUE,FALSE,TRUE
"7485",14,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3525,"loss",0.8,15,1,0.857142857142857,1,1,7.71428571428572,0.262443438914027,10,0.226865671641791,11,4,0.5,0.416666666666667,FALSE,FALSE,6,4,TRUE,FALSE,TRUE
"7486",15,"60f3fe4c353684030f9eb509",3,1,-1,-1,FALSE,2837,"loss",0.4,16,4,0.428571428571429,0.727272727272727,0.571428571428572,8.14285714285714,0.276018099547511,10.4285714285714,0.235820895522388,12,5,0.571428571428571,0.5,FALSE,FALSE,3,5,FALSE,FALSE,TRUE
"7487",16,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,2983,"loss",0.8,17,1,0.857142857142857,1,1,9,0.30316742081448,11.2857142857143,0.253731343283582,13,6,0.642857142857143,0.583333333333333,FALSE,FALSE,6,6,TRUE,FALSE,TRUE
"7488",17,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3470,"loss",0.8,18,1,0.857142857142857,1,1,9.85714285714286,0.330316742081448,12.1428571428571,0.271641791044776,14,7,0.714285714285714,0.666666666666667,FALSE,FALSE,6,7,TRUE,FALSE,TRUE
"7489",18,"60f3fe4c353684030f9eb509",6,-1,-1,-1,FALSE,3080,"tie",0.4,19,1,-0.142857142857143,0.363636363636364,0.285714285714286,9.71428571428572,0.32579185520362,12.2857142857143,0.274626865671642,5,1,0.142857142857143,0.166666666666667,TRUE,FALSE,-6,-1,FALSE,FALSE,TRUE
"7490",19,"60f3fe4c353684030f9eb509",5,-1,-1,-1,FALSE,3137,"tie",0.4,20,2,-0.285714285714286,0.272727272727273,0.428571428571429,9.42857142857143,0.316742081447964,12.5714285714286,0.280597014925373,6,2,0.0714285714285714,0.25,TRUE,FALSE,-5,-2,FALSE,FALSE,TRUE
"7491",20,"60f3fe4c353684030f9eb509",5,1,1,1,TRUE,2918,"tie",0.4,21,2,0.714285714285714,0.909090909090909,0.857142857142857,10.1428571428571,0.339366515837104,13.2857142857143,0.295522388059702,15,1,0.285714285714286,0.166666666666667,TRUE,FALSE,5,1,TRUE,FALSE,FALSE
"7492",21,"60f3fe4c353684030f9eb509",5,1,-1,-1,TRUE,2636,"loss",0.6,22,2,0.714285714285714,0.909090909090909,0.857142857142857,10.8571428571429,0.361990950226244,14,0.31044776119403,16,2,0.357142857142857,0.25,FALSE,FALSE,5,2,TRUE,FALSE,TRUE
"7493",22,"60f3fe4c353684030f9eb509",5,1,-1,-1,FALSE,3167,"loss",0.6,23,2,0.714285714285714,0.909090909090909,0.857142857142857,11.5714285714286,0.384615384615384,14.7142857142857,0.325373134328358,17,3,0.428571428571429,0.333333333333333,FALSE,FALSE,5,3,FALSE,FALSE,TRUE
"7494",23,"60f3fe4c353684030f9eb509",2,1,1,1,TRUE,3150,"tie",0.4,24,5,0.285714285714286,0.636363636363636,0.428571428571429,11.8571428571429,0.393665158371041,15,0.33134328358209,18,4,0.5,0.416666666666667,TRUE,FALSE,2,4,TRUE,FALSE,FALSE
"7495",24,"60f3fe4c353684030f9eb509",3,1,1,1,TRUE,3058,"tie",0.4,25,4,0.428571428571429,0.727272727272727,0.571428571428572,12.2857142857143,0.407239819004525,15.4285714285714,0.340298507462687,19,5,0.571428571428571,0.5,TRUE,FALSE,3,5,TRUE,FALSE,FALSE
"7496",25,"60f3fe4c353684030f9eb509",5,-1,-1,-1,FALSE,3176,"tie",0.4,26,2,-0.285714285714286,0.272727272727273,0.428571428571429,12,0.398190045248869,15.7142857142857,0.346268656716418,7,1,0.142857142857143,0.166666666666667,TRUE,FALSE,-5,-1,FALSE,FALSE,TRUE
"7497",26,"60f3fe4c353684030f9eb509",4,1,-1,-1,TRUE,4425,"loss",0.6,27,3,0.571428571428571,0.818181818181818,0.714285714285714,12.5714285714286,0.416289592760181,16.2857142857143,0.358208955223881,20,1,0.285714285714286,0.166666666666667,FALSE,FALSE,4,1,TRUE,FALSE,TRUE
"7498",27,"60f3fe4c353684030f9eb509",5,-1,1,1,FALSE,4749,"win",0.4,28,2,-0.285714285714286,0.272727272727273,0.428571428571429,12.2857142857143,0.407239819004525,16.5714285714286,0.364179104477612,8,1,0.142857142857143,0.166666666666667,FALSE,FALSE,-5,-1,FALSE,FALSE,FALSE
"7499",28,"60f3fe4c353684030f9eb509",4,1,-1,-1,TRUE,2729,"loss",0.4,29,3,0.571428571428571,0.818181818181818,0.714285714285714,12.8571428571429,0.425339366515837,17.1428571428571,0.376119402985075,21,1,0.285714285714286,0.166666666666667,FALSE,FALSE,4,1,TRUE,FALSE,TRUE
"7500",29,"60f3fe4c353684030f9eb509",4,1,1,1,FALSE,4100,"tie",0.4,30,3,0.571428571428571,0.818181818181818,0.714285714285714,13.4285714285714,0.443438914027149,17.7142857142857,0.388059701492537,22,2,0.357142857142857,0.25,TRUE,FALSE,4,2,FALSE,FALSE,FALSE
"7501",30,"60f3fe4c353684030f9eb509",1,1,-1,-1,TRUE,3221,"loss",0.2,31,6,0.142857142857143,0.545454545454545,0.285714285714286,13.5714285714286,0.447963800904977,17.8571428571429,0.391044776119403,23,3,0.428571428571429,0.333333333333333,FALSE,FALSE,1,3,TRUE,FALSE,TRUE
"7502",31,"60f3fe4c353684030f9eb509",2,1,1,1,FALSE,2720,"tie",0.2,32,5,0.285714285714286,0.636363636363636,0.428571428571429,13.8571428571429,0.457013574660633,18.1428571428571,0.397014925373134,24,4,0.5,0.416666666666667,TRUE,FALSE,2,4,FALSE,FALSE,FALSE
"7503",32,"60f3fe4c353684030f9eb509",5,-1,-1,-1,FALSE,2500,"tie",0.2,33,2,-0.285714285714286,0.272727272727273,0.428571428571429,13.5714285714286,0.447963800904977,18.4285714285714,0.402985074626866,9,1,0.142857142857143,0.166666666666667,TRUE,FALSE,-5,-1,FALSE,FALSE,TRUE
"7504",33,"60f3fe4c353684030f9eb509",5,-1,-1,-1,FALSE,3703,"tie",0.2,34,2,-0.285714285714286,0.272727272727273,0.428571428571429,13.2857142857143,0.438914027149321,18.7142857142857,0.408955223880597,10,2,0.0714285714285714,0.25,TRUE,FALSE,-5,-2,FALSE,FALSE,TRUE
"7505",34,"60f3fe4c353684030f9eb509",5,1,1,1,FALSE,2810,"tie",0.4,35,2,0.714285714285714,0.909090909090909,0.857142857142857,14,0.461538461538461,19.4285714285714,0.423880597014925,25,1,0.285714285714286,0.166666666666667,TRUE,FALSE,5,1,FALSE,FALSE,FALSE
"7506",35,"60f3fe4c353684030f9eb509",1,1,1,1,FALSE,2801,"tie",0.2,36,6,0.142857142857143,0.545454545454545,0.285714285714286,14.1428571428571,0.466063348416289,19.5714285714286,0.426865671641791,26,2,0.357142857142857,0.25,TRUE,FALSE,1,2,FALSE,FALSE,FALSE
"7507",36,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3802,"loss",0.4,37,1,0.857142857142857,1,1,15,0.493212669683258,20.4285714285714,0.444776119402985,27,3,0.428571428571429,0.333333333333333,FALSE,FALSE,6,3,TRUE,FALSE,TRUE
"7508",37,"60f3fe4c353684030f9eb509",4,1,1,1,TRUE,2372,"tie",0.4,38,3,0.571428571428571,0.818181818181818,0.714285714285714,15.5714285714286,0.51131221719457,21,0.456716417910448,28,4,0.5,0.416666666666667,TRUE,FALSE,4,4,TRUE,FALSE,FALSE
"7509",38,"60f3fe4c353684030f9eb509",3,-1,1,1,FALSE,2532,"win",0.4,39,4,-0.571428571428571,0.0909090909090909,0.714285714285714,15,0.493212669683258,21.5714285714286,0.468656716417911,11,1,0.142857142857143,0.166666666666667,FALSE,FALSE,-3,-1,FALSE,FALSE,FALSE
"7510",39,"60f3fe4c353684030f9eb509",6,1,-1,-1,TRUE,3094,"loss",0.4,40,1,0.857142857142857,1,1,15.8571428571429,0.520361990950226,22.4285714285714,0.486567164179105,29,1,0.285714285714286,0.166666666666667,FALSE,FALSE,6,1,TRUE,FALSE,TRUE
