"","PID","crt","mean_suspicion_rating","age","gender","ed_lev","lie_prop_redpick","dprime","beta","hitrate","farate","acc","n_lied_self","tp","fp","subject_lostTRUE","subject_liedTRUE","normed_signed_e_v","normed_unsigned_e_v","dprime_art","beta_art","hitrate_art","farate_art","acc_art"
"88","60fd3c18e7206376776de93f",0,3.55555555555556,22,1,3,0.807692307692308,0.360421887422027,1.1453049939995,0.422222222222222,0.288888888888889,0.566666666666667,45,19,13,-0.0165922109782283,0.0107181780822204,0.223946874400863,0.0820789696551033,1.84773404148862,1,0.822222222222222,0.177777777777778,0.822222222222222
"89","60ff06fccbecd2bbabc457bd",1,3.05555555555556,54,1,5,0.766666666666667,-0.200202220808235,0.725741633200947,0.0444444444444444,0.0666666666666667,0.488888888888889,52,2,3,0.592012518641913,-0.00571969589492156,-0.00432381440716837,-0.0125768949716784,1.85451457101761,1.17211909878964,0.8,0.155555555555556,0.822222222222222
"90","610063be7b33f9cc316a3425",4,2.3,22,1,5,0.0701754385964912,0,0,0,0,0.5,9,0,0,0.0182541352188151,-0.0168395489707366,0,-0.0286630444378521,1.5695269585119,1.43054567510745,0.711111111111111,0.155555555555556,0.777777777777778
"91","61059ae3e280dd20c9d838de",1,3.31111111111111,31,1,6,0.825396825396825,0.775728870521142,1.26615731216827,0.533333333333333,0.244444444444444,0.644444444444444,53,24,11,0.365468468835182,0.217573394571795,0.01785735854791,0.44742854025564,1.98535002263374,0.6359782031374,0.888888888888889,0.222222222222222,0.833333333333333
"92","6107b1aab5f6c41e097b3e5c",2,2.53333333333333,32,1,8,0.78,0,1,0.177777777777778,0.177777777777778,0.5,45,8,8,0.00239846746909949,0.103998370515445,-0.00602385531217099,0.0263039135405303,1.464546956783,0.852020303462262,0.8,0.266666666666667,0.766666666666667
"93","610c09df29b515aa70c94e21",4,3.1,18,1,2,0.883333333333333,-0.200202220808235,0.725741633200947,0.0444444444444444,0.0666666666666667,0.488888888888889,53,2,3,-0.0149085287079894,-0.00572026258348196,0.106573791732063,-0.00640168963899314,1.6885766945307,1.14382132168207,0.777777777777778,0.177777777777778,0.8
"94","6118d95a99af15fb1ebecaea",1,2.82222222222222,49,1,4,0.714285714285714,0.612544641100171,1.45980712959367,0.377777777777778,0.177777777777778,0.6,41,17,8,0.281698121886664,-0.0180893854335466,0.286860720997754,0.00740073253113407,1.77760301123108,1.24680716290856,0.777777777777778,0.155555555555556,0.811111111111111
"95","61225b292b9d799c383e02d1",4,3.08888888888889,18,0,3,0.979166666666667,0.552366837732151,1.25825507205468,0.444444444444444,0.244444444444444,0.6,47,20,11,-0.0221297208540518,-0.0505291368253688,0.543874143318205,0.00502207985426372,1.3213432948536,1.14736722539375,0.711111111111111,0.222222222222222,0.744444444444444
"96","6123b12f54cc7365f7dbb80d",1,2.45555555555556,43,1,5,0,0.809008809430011,2.42818515176212,0.244444444444444,0.0666666666666667,0.588888888888889,0,11,3,0.259128373634455,0,0.140970106732666,0.255567864092929,1.91271748546136,1.65780767054209,0.755555555555556,0.111111111111111,0.822222222222222
"97","6124a2f677a0a64964262351",0,3.48888888888889,26,1,6,0.244897959183673,0.39497411355127,0.956033804939239,0.622222222222222,0.466666666666667,0.577777777777778,16,28,21,0.00896095849744805,0.00566009797799093,0.528907581833938,-0.00630210780211656,0.987360920362668,1.06412992228112,0.666666666666667,0.288888888888889,0.688888888888889
"98","612dfc96edf9f3ca2f8b4a2b",4,3.18888888888889,23,1,2,0.0178571428571429,1.6885766945307,1.14382132168207,0.777777777777778,0.177777777777778,0.8,3,35,8,0.000385301239325389,0.00428872830807948,0.473091997120865,0.532071581774277,1.6885766945307,1.14382132168207,0.777777777777778,0.177777777777778,0.8
"99","613b32939b3eb8c220cae699",4,3.78888888888889,33,1,5,0.8,0.934248102854229,0.864540249959713,0.733333333333333,0.377777777777778,0.677777777777778,40,33,17,-0.0230172024552594,-0.227618921708008,0.728086687757801,-0.00251827795389985,1.6885766945307,0.874262422848903,0.822222222222222,0.222222222222222,0.8
"100","613f0ce7ced87b6731521401",1,3.41111111111111,42,1,5,0.92156862745098,0.923430632355499,0.971790255795945,0.688888888888889,0.333333333333333,0.677777777777778,47,31,15,0.108685278500494,0.0289174592212464,0.736237637558315,0.141806298467268,1.11562905627013,1.0753432802979,0.688888888888889,0.266666666666667,0.711111111111111
"101","61483ba9c6b1d5a437b710bd",3,2.22222222222222,18,1,2,0,0.664006727780139,1.80409834760621,0.288888888888889,0.111111111111111,0.588888888888889,0,13,5,0.232201000296926,0,0.485266915280487,0.0447248100392468,1.06244138142077,1.18637275197308,0.644444444444444,0.244444444444444,0.7
"102","6148963657c7defa3b41ab0d",3,3.08888888888889,34,0,3,0.622950819672131,0.664222109628555,1.27010227693522,0.488888888888889,0.244444444444444,0.622222222222222,41,22,11,-0.251932383323707,-0.0042534372054424,0.0876403125956232,0.535537427970222,1.3213432948536,0.871560541270318,0.777777777777778,0.288888888888889,0.744444444444444
"103","6148c83dffddab3a6029cd02",2,2.88888888888889,24,1,9,0.196078431372549,0.775728870521142,1.26615731216827,0.533333333333333,0.244444444444444,0.644444444444444,10,24,11,0.00706772304707776,-0.00463263246307716,0.766549843950065,-0.00854544958576948,1.41657035380435,1.35714991329172,0.688888888888889,0.177777777777778,0.755555555555556
"104","614fba422d976319a6ea9f3a",4,2.26666666666667,25,0,5,0,1.00921103023825,3.34579834017845,0.244444444444444,0.0444444444444444,0.6,0,11,2,0.0408544660852358,0,0.692471970928664,0.294953214153722,1.464546956783,1.17368095095435,0.733333333333333,0.2,0.766666666666667
"105","615c6201071061e3d0cae2ca",1,3.75555555555556,30,1,5,0,0.570437598177319,0.920347908167445,0.666666666666667,0.444444444444444,0.611111111111111,0,30,20,1.00699569711894,0,-0.532335356894024,0.300911252411525,1.48050064181152,1.31238309620457,0.711111111111111,0.177777777777778,0.766666666666667
"106","615e02c66e34e02bdbb8a822",4,3.14444444444444,25,1,5,0.0638297872340425,0.960921407431571,1.31408541319481,0.577777777777778,0.222222222222222,0.677777777777778,3,26,10,-0.00597176065935607,0.0185626063823267,0.196451238434442,0.676754212348108,1.76548825431723,0.929970898175285,0.822222222222222,0.2,0.811111111111111
"107","61644ca41793dcbb44e63410",1,3.02222222222222,37,0,1,1,0.719932163599472,1.27010227693522,0.511111111111111,0.244444444444444,0.633333333333333,51,23,11,0,0.36680281331696,0.479984132004761,0.00460742680404487,1.38763539699647,1.10337340001316,0.733333333333333,0.222222222222222,0.755555555555556
"108","616f3f3891673de92aee1078",3,3.51111111111111,18,1,3,0.44,0.863067577866801,1.05421187547136,0.644444444444444,0.311111111111111,0.666666666666667,23,29,14,0.0235356920534577,0.00899481395992908,0.500717556073331,0.191672911700046,1.50559667050473,1.47934314648419,0.688888888888889,0.155555555555556,0.766666666666667
